Series Name,Series Code,Country Name,Country Code,1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,16818.3510338263,13216.457990389,13705.4656026902,14650.7442409826,15197.8750981787,16664.8314327886,15079.3594623197,16223.7800763357,14724.2591753497,14728.7820222192,15797.6910390559,17116.832559522,20519.4093535576,17651.5455802225,20207.2255889136,27494.7713320186,25836.2707926738,27151.032498866,31440.2207124561,40792.2764702117,52468.4456475056,59978.86120736,64706.9899026035,79811.5977371757,60733.9817002272,73021.3097525035,92992.9971307452,98041.3622380894,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275,52315.6600783117,66858.7417226715,87661.4501457275
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,..,..,1658.75873899995,1753.19285632198,1789.64455528113,1648.48522974542,1254.3124421298,1102.10378473246,1158.05632799712,1323.03237766927,1650.04922365201,1633.01064354117,1577.33656023974,1852.5549693339,1599.90622808339,1659.92904910528,1825.19299373184,2119.85509684554,2679.40626016154,3494.99056448955,4618.00350802913,5757.53127301178,8360.33775916596,10435.2179803541,8548.04859012993,8397.80917311457,9560.15942530942,8930.72991164974,9497.20647561211,10031.3421526698,8976.9544892648,9404.38125929526,10727.9708633184,12494.4235789649,12957.9991142218,13047.4566563993,14946.624968678,15786.8017421977
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,..,..,..,3778.01977539063,3429.64990234375,3494.06298828125,3490.45239257813,3098.802734375,2930.67016601563,2662.10400390625,2665.77978515625,2643.92919921875,2737.57202148438,1834.86181640625,1330.75720214844,1771.59411621094,2100.3525390625,2377.52954101563,2975.123046875,4102.36474609375,5323.455078125,6920.19970703125,9101.2392578125,11635.2841796875,8562.82421875,10674.990234375,14311.064453125,15420.859375,15974.6220703125,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625,10194.44140625,12532.05078125,15270.7060546875
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,273.766431254137,299.287372144724,320.292078022762,344.478185035416,336.744798154075,348.387830303093,255.367579339089,264.98261005303,249.410570345781,111.937304240527,227.45887493522,205.842129549077,241.505532906443,251.349687342382,269.332304645887,255.111967825778,239.145676416436,234.835125300954,249.574756958438,270.323307927217,325.050066322768,358.13922674387,427.457146851438,529.567594997793,565.018681122182,594.160254467019,650.991484187704,706.202003531135,704.485625539362,724.792350347061,733.887472832132,728.869618913457,756.547641107379,768.943661203909,806.100820273159,773.773260850509,821.171394808138,966.232071361993
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,573.94844360375,606.785373394526,669.856164616442,794.35339927899,731.976518085146,747.780848318875,744.495915390631,779.174443680648,776.851911137018,1277.23377164919,1285.66700999362,1414.201947635,1598.91786234414,1493.94486323757,1401.715924173,1406.76568300557,1435.3451812614,1509.8865895728,1778.84223441507,2168.02818637954,2527.76283841797,2639.80566895345,3011.10080866752,3344.05455878019,3250.95309678248,3494.39522455198,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066,4042.72275154324,3857.68974206459,3745.56036746313
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42004.9484008147,37473.7869829611,39415.1629432165,41770.1466183714,51198.4252583966,59249.6476815729,60520.7920361111,63692.6167681957,71970.0587250442,77962.1439875871,66200.6729727817,59516.3233988223,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633,45321.4892226161,54982.451714817,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,519.295582995766,568.409673438844,663.920663905382,726.597740707697,843.955111272836,861.518202332935,878.135469920286,1080.55656768454,1126.53858479155,1043.28142666295,1217.21206404444,1207.70070239994,1378.23019340903,1484.17010509944,1292.73305546523,1428.25790783907,1547.82270967205,1815.60549545058,1924.40814952173,2155.26586782508,2350.45270097134,2386.6961758184
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,8060.19535012552,6449.58555997885,6082.12706527412,5998.22424649196,6210.05296304789,7349.70343546405,7939.29786353834,7932.70591037982,7450.65879757365,7359.44849822227,7588.76123400684,8174.14160893037,8323.82669881484,7169.36647746783,7697.27068405676,8795.26059641872,8337.32272366096,8380.95929551377,9321.80387371676,10935.0165899837,13462.7630489265,14848.6020580308,15756.193622653,18944.8573494363,15064.6312806896,17958.9478313331,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766,20398.0609870951,24315.6185511873,30447.8837074473
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,585.664420881965,803.48470365839,938.857617453903,902.26986433309,869.459907375207,980.754562057676,935.638389221427,974.3312056329,898.912999042974,598.14541879462,732.836373011281,741.761664681773,667.45320612378,702.433692790286,695.552082869173,619.642123524918,654.840727365959,688.187479533694,840.358254037001,941.873792468596,1003.18719302616,1038.57909197327,1210.16749782982,1419.5309032462,1323.9712258938,1286.60496647046,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138,1492.47590293523,1633.56011890357,1598.72643336012
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,2207.4505980581,2864.0847269944,3380.04141638289,2571.17271041453,2571.30403953333,914.785719885861,1727.2822281985,2283.84668494941,3005.42635224484,3502.80292389567,3720.47915467431,4382.61727851692,5848.47640545105,7101.04014116862,6169.11419477823,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868,7733.80346893763,9232.96160604855,9537.68286673128
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,2754.14570965915,3368.47409596586,3871.77852089693,4392.19864899368,4689.13450715482,5642.07289740475,5654.63975724251,6520.48950519188,6978.68075445824,6974.86770636796,7180.66832748656,7004.33603896356,7746.69851330444,8209.51444287,8243.23610099084,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,11265.4376270005,9748.95584191501,10938.1527643413,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771,12020.021064317,12963.0589802139,13250.4558332375
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,228.539541359831,127.554526060388,167.205900256729,260.115389686537,224.317828350834,150.19325377657,178.179098434765,158.0814981328,178.972997067935,211.338563985166,201.371122828279,216.62341891992,193.010812558287,151.09656286769,149.578341902359,138.713941615327,221.2950856188,240.507519306305,255.972618578875,258.473168803963,286.28590628988,320.514410808579,358.077315538609,402.553405463525,386.433868490557,400.540743708337,443.451842171273,558.179723315125,706.452681507398,702.338587730146,581.293411814954,515.447839602837,484.456128767591,519.649963861622,506.606913779078,493.432240551423,504.621287621531,475.795727844622
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,7001.7667477117,6799.93036332671,7539.02930212443,8914.44122574729,10394.5389962406,11861.7561591366,14502.3799938606,16136.2405377661,18290.130113185,21552.4100366948,24914.8507020358,26232.866096827,26375.8653668113,21829.2737831583,21796.6373891001,23852.8389514753,21699.7414868907,22159.8373710639,23730.3840054566,27608.080013423,29961.3172812732,33768.4528234651,39432.8860198877,40008.5720489092,38926.8054365453,47236.683084953,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606,56895.6583127851,61164.8973569773,66836.521995236,66070.4868123062,61273.9916594455,77710.0892373091,82807.6290622897
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27997.2898302635,28460.3326151186,27942.8805401415,36136.699503894,36519.9925867513,35703.0999494536,33351.7065470628,30791.0610758219,33836.7733501056,29223.0696152475,31711.6119870909,35873.0564894806
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,..,..,..,..,..,2405.53516040785,2691.19565226261,2920.91754234186,3102.29685877712,3771.35951578288,4819.12555470987,5196.94037965932,5146.67107827084,5538.61646477184,5645.58139584233,5426.62428119306,5722.1681828083,6564.69631373665,8731.93736824381,10691.4465495259,11690.1134689407,13170.7849804675,16106.0604446695,18753.5849413816,16597.2084581361,16908.8479564876,18509.7402157541,17498.3539002594,18276.0095516546,18719.9881409371,16390.8821748507,16563.4404971229,17585.197002257,19486.3936845505,19381.8905468746,19552.0911095911,21768.1486708026,21256.8084273666
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,10730.4510136379,10815.1110457688,10454.9656390657,11175.7710286265,11452.7831245082,10201.3035366727,10479.7596309273,11777.1556578814,14849.0372415032,17233.1385611279,18098.9085440003,19672.9655554146,23817.8867320201,27595.5999653992,24792.1279805504,23532.4808545468,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032,25558.4290544506,29331.0647010043,28439.3340989687
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,597.22231954587,515.204666673623,524.373444203795,578.419811392124,549.600746054347,662.852836002457,681.356821759075,782.268332421244,849.35965027914,1105.16180922785,1251.21792350861,1322.52636236042,1326.16548534028,1121.12077870626,1164.10008460617,976.428268952486,929.866490264359,768.49485066385,905.582164123425,991.98855103909,1145.86655410897,1250.9538420042,1377.86200603136,1504.52749470466,1526.15990773608,1661.99788468931,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963,2222.46211853173,2232.53695397683,2205.25180509148
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,132.175025967566,134.661368901092,141.071830138925,145.003413117807,155.271395964097,131.02323900236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,454.077264239123,491.189804120376,507.482915466996,517.09758150565,555.185123613189,537.15929021041,589.465891901577,556.578066029269,576.523678242108,592.103121972088
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,1909.73972201932,2103.19171194125,2672.6895377158,2780.58620680133,2794.39621172023,3160.87816137916,3304.82837710984,3519.00129647168,3461.33391131874,3547.95174828899,3904.32423803244,3654.9275981107,3731.43156053914,3336.4396473055,3267.93916857825,3241.66139605189,2867.47249671099,2708.42333318343,4095.68370023032,5268.27857621702,5893.18707587233,6139.58161766664,6662.06278541847,6251.87742691265,6444.18684044519,8059.56279824609,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304,5753.06649433369,7073.61275411821,6766.48125429478
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1653.04153713909,1325.2750772158,1503.13388901082,1455.35840718862,1114.92372260191,1659.14078728478,1245.14931107226,1071.77776475545,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,4699.65576367274,6513.50328578924,8239.6138016479,9703.1238381095,10681.9712029257,13804.8767869937,14811.9028194881,16112.1889152156,13339.908563675,13415.2870010456,15471.962716535,16109.0843985284,14730.7971752046,15394.3514628249,15720.6405016061,14749.6874248766,15369.0011599444,17106.686576658,21510.8362454011,24907.0008505856,26429.1509449319,28389.0785799873,32591.3503065871,35510.7222312701,32169.5028548583,30532.4805081656,31677.9003083652,28322.9465923276,29077.1820557563,29513.6511800405,25754.36102944,26537.1594894542,28185.3213671969,30379.7211126422,29581.5185513299,26984.2962770279,30488.8209528797,29674.5442864413
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,371.50978136413,392.524361227157,403.826130883727,416.029653814973,411.243744474365,466.897656641503,516.769326312722,550.542444278757,579.990197012691,650.553561544198,716.800767504902,758.506416930565,818.028796474993,850.985655205576,838.56364273768,869.753488572239,832.427319625871,865.302139114132,978.168645643624,1060.1369431645,1240.51831220036,1423.19062070134,1611.17558723051,2007.02665500962,2053.76645085487,2836.97410911231,3248.0402104632,3351.89247576451,3643.83244664348,3885.62361617465,3990.35311739446,4107.82977539914,4388.20190593728,4360.58473469252,4082.69404871533,3852.38909102194,3996.57199501251,3354.38340757565
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,2634.00264349391,3119.79720655029,3550.18737891122,4179.29364227856,4696.49001069766,5346.47256765575,5439.80910514382,5920.22095445078,6363.68266836093,7027.43409107543,7367.45441093267,7748.67031218981,8581.66822371819,8665.09905958579,9070.73027045761,9275.98974602226,9973.5534513591,10398.5252825083,10119.7447797779,10882.3529411765,11711.1547074094,13747.8093359819,14660.9632071719,16491.8850906212,16374.256885994,16427.6210053903,17571.984460028,17293.8060527894,18315.914675326,19945.3151701577,20025.652352499,21079.520970707,22148.5124341669,22533.8820531551,23204.9705641255,18553.6571372598,18035.3861402469,20262.2671364514
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,2142.69153862829,2522.06809583859,2745.69056554727,3098.43956173107,3464.88011752114,4073.26462659876,4253.91426860914,4603.70218599969,4608.5993123242,4740.29598437646,5008.02743037626,5123.68651409627,5184.33701240191,5593.74841355014,5825.06730772831,5846.97550214791,5558.06937116326,5562.45712272635,6055.96795652424,6494.60034867886,6866.09238723686,7618.90541950613,7975.79254059155,8528.68208470429,8259.32233799025,8672.21566785729,9110.75181022028,9231.57625405725,9542.71357425779,10007.1445097875,10290.3715682224,10574.3865772889,11270.4747103578,11563.8304251364,11773.4274818992,8951.52476578187,10916.2270797887,13030.9284804245
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21344.5873046446,..,..,21920.0237806503,..,..,..,..,19691.6167115689,..,20320.7168789132,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,1313.1995129676,1444.02140864965,1570.91032841914,1790.98747807374,1911.90350981323,2136.83951627003,2259.52854787755,2454.96065743014,2519.84586834659,2540.16917992204,2767.77031029313,2900.41901206483,3043.24941694118,3272.61874058178,3427.50575480081,3760.08045686378,4066.07063765132,4299.37286779949,4500.92733395418,4883.31366497216,5176.12814656807,5775.0917474952,6439.00839769966,6641.49587783512,6503.09777184322,6590.98957888616,6566.482713176,6754.37018395671,7117.55476276649,7210.60311284047,7386.74663845115,7684.79283998852,7996.63698412147,8399.70773102107,8680.25110238522,8306.36049307201,8360.0642393726,9125.32477064743
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,333.359069824219,408.473358154297,481.339324951172,568.788940429688,841.999145507813,1301.81909179688,1678.09326171875,263.002655029297,326.730712890625,459.440063476563,483.703552246094,307.821746826172,388.805114746094,366.115905761719,339.281036376953,378.157501220703,471.372772216797,529.451965332031,607.00634765625,737.122802734375,945.689697265625,1179.89831542969,1500.67309570313,1585.58239746094,1382.62145996094,1706.41491699219,1982.81616210938,1797.40087890625,1834.56103515625,2076.0009765625,2226.40942382813,2614.29443359375,3188.76928710938,769.869140625,748.010925292969,608.33251953125,749.706787109375,1102.146484375
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,2254.81763871778,2270.80423679569,2469.34111427758,2887.06143895519,1328.72955235576,940.991772378839,1077.2126611552,964.433246488257,1015.12803997006,1419.5179377548,1591.72937866822,1940.75444019205,2045.59305080517,2405.74424633296,1883.88909886625,1978.44661083547,1711.71446057638,2206.27290975194,2529.25942161,2906.72527754218,3474.12033122968,5031.15846462469,5562.33406798787,6616.8151257419,7176.85765780579,7999.50739437676,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228,4796.53331389928,5026.87949279073,5858.82466074423
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,13666.8577454736,17981.0194119405,21792.5589059822,24534.6938164191,25662.2205892506,30593.6724447761,31822.8038482367,32800.9826867546,24425.2849281118,26083.6143874838,30282.9639200066,32998.9681608432,30312.4875993103,30596.5272048832,30941.0793624668,29624.9126748618,27247.857734793,29899.1952495081,37321.7979047059,42821.6731423358,43437.0631164776,46593.6021646111,53700.0053363063,56152.552340314,46946.9602719954,52869.0442891587,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52837.9039778149,61417.6808766469,56424.2846986686
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,17152.0948495991,24459.8536348433,30440.5108240499,32690.4302734561,31308.6508343136,39574.5398083788,39544.4946826768,40713.6881521435,39237.1186558781,43091.7770970073,50113.8321221345,48092.6433036512,41584.441782159,42680.5867322391,41695.6912912021,38865.021939688,39638.7911061864,42458.7384679187,49335.7456291067,54659.4571488233,56242.8933645639,59011.0324592016,64989.1553256031,74175.1927898555,71568.3123885672,76531.3729407691,90476.7589651577,85836.2076767359,87304.3305813557,88724.9909402638,83806.4476003837,82153.0745447889,82254.3769269767,85217.3691512274,84121.9310304414,85897.7843338323,93446.4344518943,93259.9057183024
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,2011.57105704479,2334.20666257917,2884.29931317685,1421.7419061215,1546.40038999076,1926.38460729734,2171.46363406446,2516.44329507042,2722.90538937476,3238.39401956611,3553.74628132754,4184.29444035864,4397.53829985579,4542.94912522261,4588.98256023075,4941.85259705136,5187.20610747836,5276.0647125394,5433.6422739539,6241.05823212955,7221.64388308259,7914.77149445229,8695.84446115791,10155.9736670317,10288.1490473974,11304.644927596,2971.2824553193,1910.60453942683,993.739882507097,1071.23420385272,857.497867137736,664.341672388301,862.319063332871,1111.87209187084,1124.52055370091,537.090234611441,420.622705161108,..
